timestamp,Motor_RPM,Bearing_Temperature_C,Oil_Pressure_bar,Vibration_mm_s,Flow_Rate_L_min,Suction_Pressure_bar,Discharge_Pressure_bar,Motor_Current_A,Casing_Temperature_C,Ambient_Temperature_C,machine_status
2023-01-01 00:00:00,1517.3849953553931,42.029517918900204,4.11724276183068,1.8823271441856042,122.69976163169379,1.5592903161707667,5.7470219214565885,15.630135609822851,42.381240835983796,29.386202228027326,NORMAL
2023-01-01 00:01:00,1495.1607494590085,41.7923075340459,4.1904484806781195,1.9253299146720824,120.52310807471639,1.581670032216781,5.659379656209671,15.368136841978998,41.80803121354328,28.062370765259665,NORMAL
2023-01-01 00:02:00,1522.6690988335242,42.09127551823813,4.229364943245563,1.9438268000237735,122.58917205387444,1.5641571363372915,5.773854376230206,16.554428788167225,41.726345312611585,29.82962765729663,NORMAL
2023-01-01 00:03:00,1553.306044974281,43.1478742065736,4.3206828954703465,2.149572202724699,126.18560134263689,1.6066250828167672,5.924808376884234,16.422931356067327,42.96287454529361,28.291565969833602,NORMAL
2023-01-01 00:04:00,1491.8046318846832,40.658946996944806,4.0261425546679215,2.0177786339185944,124.82585007238703,1.671830711887715,5.698927786059614,16.26988340374545,40.79608838325746,29.899466044934154,NORMAL
2023-01-01 00:05:00,1491.8052065067786,41.92310638709323,4.2612743206698145,2.2806068443565715,123.05745261996397,1.553737470571528,5.825841554606027,15.227725381559168,42.65049213844586,28.671066229543133,NORMAL
2023-01-01 00:06:00,1555.2724485427586,43.3825344987863,3.9417999424589776,2.2131638102232296,124.74156820560357,1.660049229866105,5.638475561513652,16.133531073602253,43.188926649507785,26.934743449244404,NORMAL
2023-01-01 00:07:00,1526.8602155203519,42.181252209367884,4.1566461123407645,1.7976043276288336,126.9537391241769,1.5530996756591868,5.70762134165723,15.356078568397397,42.503167186778846,27.821100511422877,NORMAL
2023-01-01 00:08:00,1483.5683964922766,41.98475731336636,4.121689214696547,2.3275063493467583,120.47848665952364,1.549142367250187,5.648748085018113,15.019472377175969,41.85353473309566,28.483502349575257,NORMAL
2023-01-01 00:09:00,1518.9896015255088,43.037282120713655,4.29878674095916,1.9571910719355208,125.43183041456517,1.6491156771005928,5.92344705738017,16.39354482033798,43.08146962306811,30.641826828498292,NORMAL
2023-01-01 00:10:00,1483.7803807515638,40.62997360016771,4.183252159223101,2.0285512258543164,120.54996013794218,1.655316182680457,5.801877393781257,15.12265256757415,41.23613229987315,30.081372356635068,NORMAL
2023-01-01 00:11:00,1483.699458625041,41.13485159848629,4.011771783887295,2.1545822319228214,122.34403303315408,1.6510845962057594,5.7101089795526665,15.976141958551052,41.44056863105447,30.94863369478657,NORMAL
2023-01-01 00:12:00,1508.4686795048112,41.7502315777479,4.091963240307732,2.179542982867535,122.09718416574037,1.5210521555069116,5.574223687046052,15.166447362819774,41.253711868651514,30.98436225923583,NORMAL
2023-01-01 00:13:00,1433.0351914369771,39.76193792525911,4.1434838308700614,2.139168056909789,118.84695315803194,1.5720429413156771,5.766333038726232,14.327708135318078,39.532947915734475,28.3582990344909,NORMAL
