timestamp,Motor_RPM,Bearing_Temperature_C,Oil_Pressure_bar,Vibration_mm_s,Flow_Rate_L_min,Suction_Pressure_bar,Discharge_Pressure_bar,Motor_Current_A,Casing_Temperature_C,Ambient_Temperature_C,machine_status
2026-01-01 00:00:00,1454.9671415301123,39.198066309758005,2.8649643450051236,0.31382886631839135,96.54602558014027,1.4364360476965945,3.721479660441728,48.1407403292415,39.90092420884132,26.5308043120267,NORMAL
2026-01-01 00:00:05,1448.617356988288,37.77390104873831,2.9710962658568962,0.4709422483830747,99.87518604424366,1.4319878837424218,3.8422672915655527,37.889276150519194,38.48904921887321,27.14682540482089,NORMAL
2026-01-01 00:00:10,1456.476885381007,35.17889110976052,2.841516015800008,0.5379591699867533,100.07206748817778,1.2306535241054979,3.7644849541064387,47.85898259955578,39.48287512763901,25.99737982427109,NORMAL
2026-01-01 00:00:15,1465.2302985640802,33.05918966688328,2.938407694072192,0.8831531486010284,101.89052138337362,1.4504864712447845,3.8630010453147157,44.0651037685931,42.1441951825531,21.115004618076462,NORMAL
2026-01-01 00:00:20,1447.6584662527666,37.09466994084077,2.6212770666092426,0.6834829686800636,94.5325665468767,1.6099243622732617,3.946462422322203,47.82983084345752,43.83356996509154,24.68915513494448,NORMAL
2026-01-01 00:00:25,1447.658630430508,36.18045615626525,3.042658741474588,0.39967776463501625,102.37026909538932,1.3088651821384807,4.2092886215828464,48.107726769419315,41.71146199259072,22.68858485016617,NORMAL
2026-01-01 00:00:30,1465.792128155074,37.6855796600832,3.000241095072445,0.6729054434126456,89.1824334735889,1.657272397657589,3.919710240323574,51.43166024447663,40.30516962541531,24.59478845416385,NORMAL
2026-01-01 00:00:35,1457.674347291529,36.90551540504591,2.836582273786362,0.36790440165924515,97.48046179054475,1.5731662231626506,3.603593573307602,50.41381459048481,44.49403531091328,26.960008472267788,NORMAL
2026-01-01 00:00:40,1445.3052561406505,38.148658145958,3.131849133686481,0.762403658083061,98.04690463019382,1.3898650017043443,4.28501696162379,50.386286650441185,39.06149058084544,25.610301671749944,NORMAL
2026-01-01 00:00:45,1455.4256004358597,33.394294365318295,3.1875140275253115,0.5293313022273182,102.53330730428496,1.4787705543993228,3.7907274665962403,50.77468127666495,43.09275801510072,27.296181732794864,NORMAL
2026-01-01 00:00:50,1445.3658230718754,93.65388074593173,2.678488027126205,0.5859545716891243,100.09052341070748,1.739748271146155,3.985319893223843,46.165515939263784,39.13581160494616,25.68350784142708,ANOMALY
2026-01-01 00:00:55,1445.3427024642974,35.5927988140772,2.847455044286757,0.7988694971313285,94.37774778457485,1.61003217202588,4.1116341267351775,45.12874034814736,41.29306887403268,22.403348120662194,NORMAL
2026-01-01 00:01:00,1452.4196227156604,41.225782617875794,2.8461715300425405,0.40692546471236246,96.06002749673193,1.501317548234722,4.049902604600696,48.49126833271334,39.659312305628646,19.95830598685453,NORMAL
2026-01-01 00:01:05,1430.867197553422,32.9324365457313,2.812019379778227,0.3904322722330513,100.79472003818962,1.4643475024558523,4.2735448868803685,47.92832380573209,39.832443452041566,25.29761752335918,NORMAL
2026-01-01 00:01:10,1432.7508216748697,40.207891409495744,3.1658949683863495,0.5124601010480992,99.68373063254178,1.511491360567749,4.11975078584819,43.76373505304696,38.86784044761337,24.57214706729767,NORMAL
2026-01-01 00:01:15,1444.3771247075904,35.593732350387945,2.9612347722454393,0.7557568276528974,97.68350356145702,1.4232354663086544,3.784672605075723,46.61929363523307,44.034562093542085,23.046108521236235,NORMAL
2026-01-01 00:01:20,1439.8716887966557,33.04574598915666,2.947097031737878,0.3720980886784736,98.07666484195208,1.184287574142148,4.544640543497915,44.85961413286162,37.801221885674394,21.598745500697245,NORMAL
2026-01-01 00:01:25,1453.1424733259528,33.548342497837034,2.599227527118649,0.17517666028341466,102.78467198863716,1.8063266865802097,4.048583365834558,41.584268366159776,37.779303242353876,23.53051357305458,NORMAL
2026-01-01 00:01:30,1440.9197592447879,34.03895807541704,3.1270836060418454,0.5323261712386502,97.92922970852314,1.5232987498799102,3.9631649433446237,50.1618429655054,46.36298069753533,24.61101703027045,NORMAL
2026-01-01 00:01:35,1435.8769629866472,36.27249783920575,2.7521483210293054,0.682761119986638,99.64763502388371,1.5597220897683806,4.240981355763893,45.220796970120354,42.93354269396299,26.33175564741278,NORMAL
